idx,op,name,ne0,ne1,ne2,ne3,us
863,MUL,node_863,768,4096,1,1,96
864,ADD,bb.layers.2.blocks.5.norm1,768,4096,1,1,52
865,RESHAPE,bb.layers.2.blocks.5.norm1 (reshaped),768,64,64,1,0
866,PAD,node_866,768,72,72,1,2124
867,ROLL,node_867,768,72,72,1,491
868,RESHAPE, (reshaped),9216,6,12,6,2
869,PERMUTE, (reshaped) (permuted),9216,12,6,6,1
870,CONT, (reshaped) (permuted) (cont),9216,12,6,6,741
871,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,1
872,MUL_MAT,node_872,2304,144,36,1,37762
873,ADD,node_873,2304,144,36,1,2722
874,RESHAPE, (reshaped),32,24,3,5184,2
875,PERMUTE, (reshaped) (permuted),32,24,5184,3,0
876,CONT, (reshaped) (permuted) (cont),32,24,5184,3,6566
877,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,3
878,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
879,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,0
880,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2399
881,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,2
882,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
883,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
884,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,0
885,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
886,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
887,MUL_MAT,node_887,144,144,24,36,13189
888,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,3
889,REPEAT,node_889,144,144,24,36,2570
890,GET_ROWS,node_890,24,20736,1,1,244
891,RESHAPE, (reshaped),24,144,144,1,1
892,PERMUTE, (reshaped) (permuted),144,144,24,1,0
893,CPY, (reshaped) (permuted) (copy),144,144,24,1,194
894,ADD,node_894,144,144,24,36,6452
895,SOFT_MAX,node_895,144,144,24,36,9594
896,MUL_MAT,node_896,32,144,24,36,8214
897,PERMUTE, (permuted),32,24,144,36,3
898,CONT, (permuted) (cont),32,24,144,36,1344
899,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
900,MUL_MAT,node_900,768,144,36,1,13233
901,ADD,bb.layers.2.blocks.5.attn,768,144,36,1,209
902,RESHAPE,bb.layers.2.blocks.5.attn (reshaped),9216,12,6,6,0
903,PERMUTE,bb.layers.2.blocks.5.attn (reshaped) (permuted),9216,6,12,6,0
904,CONT,bb.layers.2.blocks.5.attn (reshaped) (permuted) (cont),9216,6,12,6,696
905,RESHAPE,bb.layers.2.blocks.5.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,1
906,ROLL,node_906,768,72,72,1,539
907,RESHAPE, (reshaped),768,72,72,1,0
908,VIEW, (reshaped) (view),768,64,64,1,0
909,CONT, (reshaped) (view) (cont),768,64,64,1,262
910,RESHAPE, (reshaped) (view) (cont) (reshaped),768,4096,1,1,1
911,ADD, (reshaped) (view) (cont) (reshaped) (view),768,4096,1,1,599
912,NORM,node_912,768,4096,1,1,730
913,MUL,node_913,768,4096,1,1,185
914,ADD,bb.layers.2.blocks.5.norm2,768,4096,1,1,111
915,MUL_MAT,node_915,3072,4096,1,1,39361
916,ADD,node_916,3072,4096,1,1,2766
917,UNARY, (view),3072,4096,1,1,5332
918,MUL_MAT,node_918,768,4096,1,1,43699
919,ADD,bb.layers.2.blocks.5.mlp,768,4096,1,1,393
920,ADD,bb.layers.2.blocks.5,768,4096,1,1,1009
921,NORM,node_921,768,4096,1,1,612
922,MUL,node_922,768,4096,1,1,71
923,ADD,bb.layers.2.blocks.6.norm1,768,4096,1,1,51
924,RESHAPE,bb.layers.2.blocks.6.norm1 (reshaped),768,64,64,1,0
925,PAD,node_925,768,72,72,1,2114
926,RESHAPE, (reshaped),9216,6,12,6,1
927,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
928,CONT, (reshaped) (permuted) (cont),9216,12,6,6,1430
929,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,1
930,MUL_MAT,node_930,2304,144,36,1,37607
931,ADD,node_931,2304,144,36,1,2456
932,RESHAPE, (reshaped),32,24,3,5184,2
933,PERMUTE, (reshaped) (permuted),32,24,5184,3,1
934,CONT, (reshaped) (permuted) (cont),32,24,5184,3,6170
935,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,3
936,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
937,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,1
938,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2267
939,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
940,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
941,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,1
942,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,0
943,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
944,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,1
945,MUL_MAT,node_945,144,144,24,36,13013
946,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,4
947,REPEAT,node_947,144,144,24,36,3106
948,GET_ROWS,node_948,24,20736,1,1,236
949,RESHAPE, (reshaped),24,144,144,1,1
950,PERMUTE, (reshaped) (permuted),144,144,24,1,0
951,CPY, (reshaped) (permuted) (copy),144,144,24,1,180
952,ADD,node_952,144,144,24,36,6449
953,SOFT_MAX,node_953,144,144,24,36,9677
954,MUL_MAT,node_954,32,144,24,36,8199
955,PERMUTE, (permuted),32,24,144,36,2
956,CONT, (permuted) (cont),32,24,144,36,1465
957,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
958,MUL_MAT,node_958,768,144,36,1,13246
959,ADD,bb.layers.2.blocks.6.attn,768,144,36,1,202
960,RESHAPE,bb.layers.2.blocks.6.attn (reshaped),9216,12,6,6,1
961,PERMUTE,bb.layers.2.blocks.6.attn (reshaped) (permuted),9216,6,12,6,0
962,CONT,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont),9216,6,12,6,690
963,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,0
964,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,0
965,VIEW,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,64,64,1,1
966,CONT,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,64,64,1,586
967,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,4096,1,1,1
968,ADD,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,4096,1,1,611
969,NORM,node_969,768,4096,1,1,498
970,MUL,node_970,768,4096,1,1,112
971,ADD,bb.layers.2.blocks.6.norm2,768,4096,1,1,71
972,MUL_MAT,node_972,3072,4096,1,1,39006
973,ADD,node_973,3072,4096,1,1,2873
974,UNARY, (view),3072,4096,1,1,5295
975,MUL_MAT,node_975,768,4096,1,1,49852
976,ADD,bb.layers.2.blocks.6.mlp,768,4096,1,1,392
977,ADD,bb.layers.2.blocks.6,768,4096,1,1,1041
978,NORM,node_978,768,4096,1,1,641
979,MUL,node_979,768,4096,1,1,83
980,ADD,bb.layers.2.blocks.7.norm1,768,4096,1,1,66
981,RESHAPE,bb.layers.2.blocks.7.norm1 (reshaped),768,64,64,1,1
982,PAD,node_982,768,72,72,1,1995
983,ROLL,node_983,768,72,72,1,477
984,RESHAPE, (reshaped),9216,6,12,6,0
985,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
986,CONT, (reshaped) (permuted) (cont),9216,12,6,6,484
987,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,1
988,MUL_MAT,node_988,2304,144,36,1,37478
989,ADD,node_989,2304,144,36,1,2505
990,RESHAPE, (reshaped),32,24,3,5184,2
991,PERMUTE, (reshaped) (permuted),32,24,5184,3,1
992,CONT, (reshaped) (permuted) (cont),32,24,5184,3,6054
993,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,3
994,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
995,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,0
996,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2484
997,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
998,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
999,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1000,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
1001,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
1002,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1003,MUL_MAT,node_1003,144,144,24,36,13310
1004,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,3
1005,REPEAT,node_1005,144,144,24,36,2452
1006,GET_ROWS,node_1006,24,20736,1,1,235
1007,RESHAPE, (reshaped),24,144,144,1,1
1008,PERMUTE, (reshaped) (permuted),144,144,24,1,0
1009,CPY, (reshaped) (permuted) (copy),144,144,24,1,238
1010,ADD,node_1010,144,144,24,36,6548
1011,SOFT_MAX,node_1011,144,144,24,36,9639
1012,MUL_MAT,node_1012,32,144,24,36,8443
1013,PERMUTE, (permuted),32,24,144,36,3
1014,CONT, (permuted) (cont),32,24,144,36,1362
1015,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
1016,MUL_MAT,node_1016,768,144,36,1,13667
1017,ADD,bb.layers.2.blocks.7.attn,768,144,36,1,238
1018,RESHAPE,bb.layers.2.blocks.7.attn (reshaped),9216,12,6,6,1
1019,PERMUTE,bb.layers.2.blocks.7.attn (reshaped) (permuted),9216,6,12,6,1
1020,CONT,bb.layers.2.blocks.7.attn (reshaped) (permuted) (cont),9216,6,12,6,749
1021,RESHAPE,bb.layers.2.blocks.7.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,1
1022,ROLL,node_1022,768,72,72,1,552
1023,RESHAPE, (reshaped),768,72,72,1,2
1024,VIEW, (reshaped) (view),768,64,64,1,0
1025,CONT, (reshaped) (view) (cont),768,64,64,1,353
1026,RESHAPE, (reshaped) (view) (cont) (reshaped),768,4096,1,1,1
1027,ADD, (reshaped) (view) (cont) (reshaped) (view),768,4096,1,1,565
1028,NORM,node_1028,768,4096,1,1,697
1029,MUL,node_1029,768,4096,1,1,196
1030,ADD,bb.layers.2.blocks.7.norm2,768,4096,1,1,89
1031,MUL_MAT,node_1031,3072,4096,1,1,39130
1032,ADD,node_1032,3072,4096,1,1,2773
1033,UNARY, (view),3072,4096,1,1,5311
1034,MUL_MAT,node_1034,768,4096,1,1,46961
1035,ADD,bb.layers.2.blocks.7.mlp,768,4096,1,1,414
1036,ADD,bb.layers.2.blocks.7,768,4096,1,1,1157
1037,NORM,node_1037,768,4096,1,1,784
1038,MUL,node_1038,768,4096,1,1,94
1039,ADD,bb.layers.2.blocks.8.norm1,768,4096,1,1,58
1040,RESHAPE,bb.layers.2.blocks.8.norm1 (reshaped),768,64,64,1,1
1041,PAD,node_1041,768,72,72,1,2015
1042,RESHAPE, (reshaped),9216,6,12,6,1
1043,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
1044,CONT, (reshaped) (permuted) (cont),9216,12,6,6,1339
1045,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,0
1046,MUL_MAT,node_1046,2304,144,36,1,37693
1047,ADD,node_1047,2304,144,36,1,2481
1048,RESHAPE, (reshaped),32,24,3,5184,2
1049,PERMUTE, (reshaped) (permuted),32,24,5184,3,1
1050,CONT, (reshaped) (permuted) (cont),32,24,5184,3,6032
1051,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,3
1052,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
1053,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,0
1054,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2281
1055,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
1056,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1057,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,1
1058,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,0
1059,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1060,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1061,MUL_MAT,node_1061,144,144,24,36,12993
1062,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,2
1063,REPEAT,node_1063,144,144,24,36,3071
1064,GET_ROWS,node_1064,24,20736,1,1,240
1065,RESHAPE, (reshaped),24,144,144,1,0
1066,PERMUTE, (reshaped) (permuted),144,144,24,1,1
1067,CPY, (reshaped) (permuted) (copy),144,144,24,1,180
1068,ADD,node_1068,144,144,24,36,6506
1069,SOFT_MAX,node_1069,144,144,24,36,9385
1070,MUL_MAT,node_1070,32,144,24,36,8212
1071,PERMUTE, (permuted),32,24,144,36,3
1072,CONT, (permuted) (cont),32,24,144,36,1496
1073,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
1074,MUL_MAT,node_1074,768,144,36,1,13317
1075,ADD,bb.layers.2.blocks.8.attn,768,144,36,1,241
1076,RESHAPE,bb.layers.2.blocks.8.attn (reshaped),9216,12,6,6,1
1077,PERMUTE,bb.layers.2.blocks.8.attn (reshaped) (permuted),9216,6,12,6,0
1078,CONT,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont),9216,6,12,6,713
1079,RESHAPE,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,0
1080,RESHAPE,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,0
1081,VIEW,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,64,64,1,1
1082,CONT,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,64,64,1,589
1083,RESHAPE,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,4096,1,1,2
1084,ADD,bb.layers.2.blocks.8.attn (reshaped) (permuted) (cont) (reshape,768,4096,1,1,634
1085,NORM,node_1085,768,4096,1,1,535
1086,MUL,node_1086,768,4096,1,1,128
1087,ADD,bb.layers.2.blocks.8.norm2,768,4096,1,1,77
1088,MUL_MAT,node_1088,3072,4096,1,1,39426
1089,ADD,node_1089,3072,4096,1,1,2919
1090,UNARY, (view),3072,4096,1,1,5388
1091,MUL_MAT,node_1091,768,4096,1,1,44146
1092,ADD,bb.layers.2.blocks.8.mlp,768,4096,1,1,399
1093,ADD,bb.layers.2.blocks.8,768,4096,1,1,1149
1094,NORM,node_1094,768,4096,1,1,780
1095,MUL,node_1095,768,4096,1,1,111
1096,ADD,bb.layers.2.blocks.9.norm1,768,4096,1,1,71
1097,RESHAPE,bb.layers.2.blocks.9.norm1 (reshaped),768,64,64,1,1
1098,PAD,node_1098,768,72,72,1,2094
1099,ROLL,node_1099,768,72,72,1,452
1100,RESHAPE, (reshaped),9216,6,12,6,1
1101,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
1102,CONT, (reshaped) (permuted) (cont),9216,12,6,6,454
1103,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,0
1104,MUL_MAT,node_1104,2304,144,36,1,37377
1105,ADD,node_1105,2304,144,36,1,2535
1106,RESHAPE, (reshaped),32,24,3,5184,2
1107,PERMUTE, (reshaped) (permuted),32,24,5184,3,1
1108,CONT, (reshaped) (permuted) (cont),32,24,5184,3,5929
1109,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,2
1110,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1111,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,1
1112,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2362
1113,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
1114,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1115,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,1
1116,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
1117,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1118,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1119,MUL_MAT,node_1119,144,144,24,36,13013
1120,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,3
1121,REPEAT,node_1121,144,144,24,36,2552
1122,GET_ROWS,node_1122,24,20736,1,1,239
1123,RESHAPE, (reshaped),24,144,144,1,0
1124,PERMUTE, (reshaped) (permuted),144,144,24,1,0
1125,CPY, (reshaped) (permuted) (copy),144,144,24,1,188
1126,ADD,node_1126,144,144,24,36,6480
1127,SOFT_MAX,node_1127,144,144,24,36,9195
1128,MUL_MAT,node_1128,32,144,24,36,8261
1129,PERMUTE, (permuted),32,24,144,36,4
1130,CONT, (permuted) (cont),32,24,144,36,1391
1131,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
1132,MUL_MAT,node_1132,768,144,36,1,13357
1133,ADD,bb.layers.2.blocks.9.attn,768,144,36,1,211
1134,RESHAPE,bb.layers.2.blocks.9.attn (reshaped),9216,12,6,6,1
1135,PERMUTE,bb.layers.2.blocks.9.attn (reshaped) (permuted),9216,6,12,6,0
1136,CONT,bb.layers.2.blocks.9.attn (reshaped) (permuted) (cont),9216,6,12,6,681
1137,RESHAPE,bb.layers.2.blocks.9.attn (reshaped) (permuted) (cont) (reshape,768,72,72,1,0
1138,ROLL,node_1138,768,72,72,1,530
1139,RESHAPE, (reshaped),768,72,72,1,0
1140,VIEW, (reshaped) (view),768,64,64,1,0
1141,CONT, (reshaped) (view) (cont),768,64,64,1,280
1142,RESHAPE, (reshaped) (view) (cont) (reshaped),768,4096,1,1,1
1143,ADD, (reshaped) (view) (cont) (reshaped) (view),768,4096,1,1,582
1144,NORM,node_1144,768,4096,1,1,785
1145,MUL,node_1145,768,4096,1,1,279
1146,ADD,bb.layers.2.blocks.9.norm2,768,4096,1,1,139
1147,MUL_MAT,node_1147,3072,4096,1,1,39298
1148,ADD,node_1148,3072,4096,1,1,2940
1149,UNARY, (view),3072,4096,1,1,5286
1150,MUL_MAT,node_1150,768,4096,1,1,42744
1151,ADD,bb.layers.2.blocks.9.mlp,768,4096,1,1,390
1152,ADD,bb.layers.2.blocks.9,768,4096,1,1,1000
1153,NORM,node_1153,768,4096,1,1,588
1154,MUL,node_1154,768,4096,1,1,69
1155,ADD,bb.layers.2.blocks.10.norm1,768,4096,1,1,49
1156,RESHAPE,bb.layers.2.blocks.10.norm1 (reshaped),768,64,64,1,0
1157,PAD,node_1157,768,72,72,1,2076
1158,RESHAPE, (reshaped),9216,6,12,6,1
1159,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
1160,CONT, (reshaped) (permuted) (cont),9216,12,6,6,1380
1161,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,0
1162,MUL_MAT,node_1162,2304,144,36,1,37745
1163,ADD,node_1163,2304,144,36,1,2516
1164,RESHAPE, (reshaped),32,24,3,5184,2
1165,PERMUTE, (reshaped) (permuted),32,24,5184,3,1
1166,CONT, (reshaped) (permuted) (cont),32,24,5184,3,6035
1167,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,2
1168,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1169,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,0
1170,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2271
1171,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,1
1172,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
1173,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1174,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,0
1175,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
1176,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1177,MUL_MAT,node_1177,144,144,24,36,12988
1178,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,3
1179,REPEAT,node_1179,144,144,24,36,3081
1180,GET_ROWS,node_1180,24,20736,1,1,239
1181,RESHAPE, (reshaped),24,144,144,1,1
1182,PERMUTE, (reshaped) (permuted),144,144,24,1,1
1183,CPY, (reshaped) (permuted) (copy),144,144,24,1,192
1184,ADD,node_1184,144,144,24,36,6490
1185,SOFT_MAX,node_1185,144,144,24,36,9531
1186,MUL_MAT,node_1186,32,144,24,36,8202
1187,PERMUTE, (permuted),32,24,144,36,3
1188,CONT, (permuted) (cont),32,24,144,36,1464
1189,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
1190,MUL_MAT,node_1190,768,144,36,1,13244
1191,ADD,bb.layers.2.blocks.10.attn,768,144,36,1,204
1192,RESHAPE,bb.layers.2.blocks.10.attn (reshaped),9216,12,6,6,1
1193,PERMUTE,bb.layers.2.blocks.10.attn (reshaped) (permuted),9216,6,12,6,0
1194,CONT,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont),9216,6,12,6,899
1195,RESHAPE,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,72,72,1,0
1196,RESHAPE,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,72,72,1,0
1197,VIEW,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,64,64,1,1
1198,CONT,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,64,64,1,797
1199,RESHAPE,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,4096,1,1,1
1200,ADD,bb.layers.2.blocks.10.attn (reshaped) (permuted) (cont) (reshap,768,4096,1,1,630
1201,NORM,node_1201,768,4096,1,1,489
1202,MUL,node_1202,768,4096,1,1,104
1203,ADD,bb.layers.2.blocks.10.norm2,768,4096,1,1,71
1204,MUL_MAT,node_1204,3072,4096,1,1,39049
1205,ADD,node_1205,3072,4096,1,1,2869
1206,UNARY, (view),3072,4096,1,1,5312
1207,MUL_MAT,node_1207,768,4096,1,1,44796
1208,ADD,bb.layers.2.blocks.10.mlp,768,4096,1,1,403
1209,ADD,bb.layers.2.blocks.10,768,4096,1,1,1085
1210,NORM,node_1210,768,4096,1,1,731
1211,MUL,node_1211,768,4096,1,1,76
1212,ADD,bb.layers.2.blocks.11.norm1,768,4096,1,1,50
1213,RESHAPE,bb.layers.2.blocks.11.norm1 (reshaped),768,64,64,1,1
1214,PAD,node_1214,768,72,72,1,2111
1215,ROLL,node_1215,768,72,72,1,448
1216,RESHAPE, (reshaped),9216,6,12,6,2
1217,PERMUTE, (reshaped) (permuted),9216,12,6,6,1
1218,CONT, (reshaped) (permuted) (cont),9216,12,6,6,742
1219,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,36,1,1
1220,MUL_MAT,node_1220,2304,144,36,1,37288
1221,ADD,node_1221,2304,144,36,1,2518
1222,RESHAPE, (reshaped),32,24,3,5184,2
1223,PERMUTE, (reshaped) (permuted),32,24,5184,3,0
1224,CONT, (reshaped) (permuted) (cont),32,24,5184,3,5952
1225,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,2
1226,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,1
1227,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,36,0
1228,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,36,2356
1229,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,2
1230,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1231,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1232,VIEW, (reshaped) (permuted) (cont) (view),32,24,5184,1,0
1233,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,36,0
1234,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,36,0
1235,MUL_MAT,node_1235,144,144,24,36,12989
1236,RESHAPE,swin_layer_64x64.attn_mask (reshaped),144,144,1,36,4
1237,REPEAT,node_1237,144,144,24,36,2583
1238,GET_ROWS,node_1238,24,20736,1,1,234
1239,RESHAPE, (reshaped),24,144,144,1,1
1240,PERMUTE, (reshaped) (permuted),144,144,24,1,0
1241,CPY, (reshaped) (permuted) (copy),144,144,24,1,201
1242,ADD,node_1242,144,144,24,36,6446
1243,SOFT_MAX,node_1243,144,144,24,36,9480
1244,MUL_MAT,node_1244,32,144,24,36,8311
1245,PERMUTE, (permuted),32,24,144,36,3
1246,CONT, (permuted) (cont),32,24,144,36,1371
1247,RESHAPE, (permuted) (cont) (reshaped),768,144,36,1,1
1248,MUL_MAT,node_1248,768,144,36,1,13225
1249,ADD,bb.layers.2.blocks.11.attn,768,144,36,1,206
1250,RESHAPE,bb.layers.2.blocks.11.attn (reshaped),9216,12,6,6,1
1251,PERMUTE,bb.layers.2.blocks.11.attn (reshaped) (permuted),9216,6,12,6,0
1252,CONT,bb.layers.2.blocks.11.attn (reshaped) (permuted) (cont),9216,6,12,6,797
1253,RESHAPE,bb.layers.2.blocks.11.attn (reshaped) (permuted) (cont) (reshap,768,72,72,1,0
1254,ROLL,node_1254,768,72,72,1,627
1255,RESHAPE, (reshaped),768,72,72,1,1
1256,VIEW, (reshaped) (view),768,64,64,1,0
1257,CONT, (reshaped) (view) (cont),768,64,64,1,287
1258,RESHAPE, (reshaped) (view) (cont) (reshaped),768,4096,1,1,0
1259,ADD, (reshaped) (view) (cont) (reshaped) (view),768,4096,1,1,578
1260,NORM,node_1260,768,4096,1,1,763
1261,MUL,node_1261,768,4096,1,1,289
1262,ADD,bb.layers.2.blocks.11.norm2,768,4096,1,1,143
1263,MUL_MAT,node_1263,3072,4096,1,1,39429
1264,ADD,node_1264,3072,4096,1,1,2838
1265,UNARY, (view),3072,4096,1,1,5308
1266,MUL_MAT,node_1266,768,4096,1,1,42955
1267,ADD,bb.layers.2.blocks.11.mlp,768,4096,1,1,457
1268,ADD,bb.layers.2.blocks.11,768,4096,1,1,1173
1269,NORM,node_1269,768,4096,1,1,700
1270,MUL,node_1270,768,4096,1,1,82
1271,ADD,bb.layers.2.blocks.12.norm1,768,4096,1,1,51
1272,RESHAPE,bb.layers.2.blocks.12.norm1 (reshaped),768,64,64,1,1
1273,PAD,node_1273,768,72,72,1,2064
1274,RESHAPE, (reshaped),9216,6,12,6,1
1275,PERMUTE, (reshaped) (permuted),9216,12,6,6,0
